latitude,longitude,crime_count
40.655842,-73.950113,20
40.655857,-73.942878,31
40.655973,-73.930835,41
40.655978,-73.954721,17
40.65606,-73.959967,35
40.656238,-73.888867,18
40.65661089,-73.93090206,21
40.656647,-73.930401,20
40.656665,-73.839255,21
40.656678,-73.950203,38
40.656742,-73.900954,18
40.656813,-73.954809,25
40.656915,-73.939645,33
40.656953,-73.876507,16
40.65709573,-73.95024855,30
40.65713749,-73.90364343,18
40.657337,-73.903194,28
40.657343,-73.9584,17
40.65768305,-73.88778431,17
40.657688,-73.940965,16
40.657694,-73.962355,20
40.657749,-73.951772,22
40.657778,-73.890019,61
40.658126,-73.916026,23
40.65815775355,-74.00044115489,160
40.65829629,-73.93108413,17
40.658317,-74.003519,22
40.658489,-73.900608,26
40.658571,-73.90887,16
40.65857784,-73.89062293,16
40.65875,-73.942432,16
40.65911269,-73.89921817,35
40.6592762,-73.88899626,29
40.659445,-73.931204,54
40.659859,-73.885184,27
40.659996,-73.961186,22
40.66007428,-73.9397326,21
40.660192,-73.998305,28
40.660429,-73.939773,17
40.66047157,-73.99801402,37
